,label,WRIST_x,WRIST_y,WRIST_z,THUMB_CMC_x,THUMB_CMC_y,THUMB_CMC_z,THUMB_MCP_x,THUMB_MCP_y,THUMB_MCP_z,THUMB_IP_x,THUMB_IP_y,THUMB_IP_z,THUMB_TIP_x,THUMB_TIP_y,THUMB_TIP_z,INDEX_FINGER_MCP_x,INDEX_FINGER_MCP_y,INDEX_FINGER_MCP_z,INDEX_FINGER_PIP_x,INDEX_FINGER_PIP_y,INDEX_FINGER_PIP_z,INDEX_FINGER_DIP_x,INDEX_FINGER_DIP_y,INDEX_FINGER_DIP_z,INDEX_FINGER_TIP_x,INDEX_FINGER_TIP_y,INDEX_FINGER_TIP_z,MIDDLE_FINGER_MCP_x,MIDDLE_FINGER_MCP_y,MIDDLE_FINGER_MCP_z,MIDDLE_FINGER_PIP_x,MIDDLE_FINGER_PIP_y,MIDDLE_FINGER_PIP_z,MIDDLE_FINGER_DIP_x,MIDDLE_FINGER_DIP_y,MIDDLE_FINGER_DIP_z,MIDDLE_FINGER_TIP_x,MIDDLE_FINGER_TIP_y,MIDDLE_FINGER_TIP_z,RING_FINGER_MCP_x,RING_FINGER_MCP_y,RING_FINGER_MCP_z,RING_FINGER_PIP_x,RING_FINGER_PIP_y,RING_FINGER_PIP_z,RING_FINGER_DIP_x,RING_FINGER_DIP_y,RING_FINGER_DIP_z,RING_FINGER_TIP_x,RING_FINGER_TIP_y,RING_FINGER_TIP_z,PINKY_MCP_x,PINKY_MCP_y,PINKY_MCP_z,PINKY_PIP_x,PINKY_PIP_y,PINKY_PIP_z,PINKY_DIP_x,PINKY_DIP_y,PINKY_DIP_z,PINKY_TIP_x,PINKY_TIP_y,PINKY_TIP_z
0,1.0,0.6808170676231384,0.7413560748100281,-2.1214640355537995e-07,0.6324820518493652,0.7077093720436096,-0.0299860630184412,0.5966437458992004,0.6199634075164795,-0.04487223923206329,0.6196240186691284,0.535722017288208,-0.05966372787952423,0.655162513256073,0.47934645414352417,-0.07154099643230438,0.6044392585754395,0.5032383799552917,-0.01747124083340168,0.6001162528991699,0.40176069736480713,-0.04783573001623154,0.6025753617286682,0.33931708335876465,-0.06264784932136536,0.6087313294410706,0.28244251012802124,-0.0717756524682045,0.6499852538108826,0.5112497806549072,-0.01794927380979061,0.654827892780304,0.47212114930152893,-0.06132549047470093,0.645915687084198,0.5623940229415894,-0.06167174130678177,0.6434839963912964,0.5862747430801392,-0.04986805468797684,0.6920540928840637,0.5262234210968018,-0.024428345263004303,0.6970874667167664,0.4965341091156006,-0.06779088824987411,0.6813727617263794,0.5803567171096802,-0.04893917962908745,0.6772812008857727,0.5966894626617432,-0.02432122826576233,0.7296608686447144,0.5483040809631348,-0.03418717160820961,0.7318065762519836,0.5165842771530151,-0.05830033868551254,0.7170482873916626,0.5766761898994446,-0.04200519621372223,0.7138274312019348,0.5938242077827454,-0.0226149782538414
1,1.0,0.5267031192779541,0.5795645713806152,1.1316453907284085e-07,0.5614029169082642,0.5983045101165771,-0.022834720090031624,0.6128570437431335,0.5767114758491516,-0.03492700681090355,0.6343295574188232,0.535624623298645,-0.0456409715116024,0.6370056867599487,0.49364352226257324,-0.05599759891629219,0.6274328827857971,0.46208226680755615,-0.026607735082507133,0.6488840579986572,0.3905741274356842,-0.050247907638549805,0.6637712121009827,0.338570773601532,-0.06531514972448349,0.6734732985496521,0.2956114411354065,-0.07543841749429703,0.5960455536842346,0.4393259584903717,-0.028184961527585983,0.621830403804779,0.4383426904678345,-0.06702602654695511,0.6061468124389648,0.5011276602745056,-0.07650800049304962,0.5897254347801208,0.5410681962966919,-0.07353365421295166,0.5611690282821655,0.43168750405311584,-0.03202057629823685,0.583967387676239,0.44952675700187683,-0.07162313163280487,0.5699666142463684,0.5113688707351685,-0.06716406345367432,0.5564804673194885,0.5446513295173645,-0.053615372627973557,0.522964596748352,0.4331171214580536,-0.03740795701742172,0.5471816062927246,0.45035380125045776,-0.06626717746257782,0.5422119498252869,0.5030573010444641,-0.061969004571437836,0.5356446504592896,0.5313281416893005,-0.05130879580974579
2,1.0,0.5414877533912659,0.663703203201294,8.572054177591326e-09,0.5969020128250122,0.6284435391426086,-0.020001163706183434,0.637220561504364,0.5807884931564331,-0.029497193172574043,0.6497482657432556,0.5316845774650574,-0.04345596209168434,0.6334732174873352,0.4897095859050751,-0.057381294667720795,0.6267266869544983,0.4701317548751831,0.000501982111018151,0.6533114910125732,0.3803979158401489,-0.021890664473176003,0.6673078536987305,0.329013854265213,-0.03810130059719086,0.6753534078598022,0.28028178215026855,-0.04805828258395195,0.5947331786155701,0.4573386609554291,-0.0027442402206361294,0.6098302602767944,0.42811453342437744,-0.043332405388355255,0.5973007678985596,0.4982813894748688,-0.059475041925907135,0.5833903551101685,0.5489013195037842,-0.059879835695028305,0.5586802959442139,0.45677438378334045,-0.010222881101071835,0.5800155997276306,0.4323474168777466,-0.04998328909277916,0.5709302425384521,0.4994109869003296,-0.05055594444274902,0.5574451088905334,0.5440372824668884,-0.03810104727745056,0.5170916318893433,0.4633379578590393,-0.01930622197687626,0.5327808260917664,0.4337468147277832,-0.04157187044620514,0.5343186855316162,0.4755578637123108,-0.03561456501483917,0.529866635799408,0.5108859539031982,-0.0229836143553257
3,1.0,0.43993428349494934,0.6657673120498657,-2.648236545610416e-07,0.41546034812927246,0.5733566284179688,0.006930349860340357,0.4326637387275696,0.5019454956054688,0.010613499209284782,0.4636659622192383,0.4698900580406189,0.013674975372850895,0.4872686266899109,0.4647313356399536,0.015049897134304047,0.4717722535133362,0.4527267813682556,-0.006942329462617636,0.4873533248901367,0.36114823818206787,-0.00240728841163218,0.4973706007003784,0.31419336795806885,-7.122945680748671e-05,0.5055404901504517,0.27614814043045044,-0.00018717792409006506,0.5093342661857605,0.4763944745063782,-0.00859768781810999,0.4953210949897766,0.4326349198818207,0.0020594396628439426,0.4720134139060974,0.45032376050949097,0.010174118913710117,0.4612361788749695,0.4699793756008148,0.01266510970890522,0.5322478413581848,0.5112406015396118,-0.007502358872443438,0.5086551308631897,0.4821837246417999,0.006586632691323757,0.4848513603210449,0.4943881928920746,0.014877510257065296,0.4730716347694397,0.516459047794342,0.01599530130624771,0.5460938215255737,0.5444313287734985,-0.006370143964886665,0.5265198945999146,0.5213863849639893,0.009378363378345966,0.5089146494865417,0.5310720205307007,0.02130822092294693,0.5013736486434937,0.5511655211448669,0.02829068899154663
4,1.0,0.211970254778862,0.5317109823226929,-1.1401586874626446e-07,0.19204455614089966,0.4556833803653717,0.010616936720907688,0.20209315419197083,0.3897246718406677,0.005425242241472006,0.2318367213010788,0.36088424921035767,-0.0034347425680607557,0.2643490433692932,0.36477845907211304,-0.01368569303303957,0.2028663456439972,0.34231171011924744,-0.016549838706851006,0.21783024072647095,0.2512042224407196,-0.02450571022927761,0.22756151854991913,0.19931061565876007,-0.027935408055782318,0.23392167687416077,0.15718524158000946,-0.03173019364476204,0.23601499199867249,0.34369298815727234,-0.029049642384052277,0.27592581510543823,0.31974974274635315,-0.035340793430805206,0.2743905782699585,0.3534190356731415,-0.031397730112075806,0.26000067591667175,0.37559300661087036,-0.028552401810884476,0.2705041170120239,0.3647516965866089,-0.038816846907138824,0.2959272265434265,0.36616986989974976,-0.03727562353014946,0.2890499532222748,0.393926203250885,-0.025576269254088402,0.2758623957633972,0.41002145409584045,-0.020104283466935158,0.3005977272987366,0.39109542965888977,-0.04864929988980293,0.3131783902645111,0.39691993594169617,-0.03962969407439232,0.30426841974258423,0.4229319095611572,-0.025076644495129585,0.29272815585136414,0.4387684166431427,-0.015669452026486397
5,1.0,0.17115159332752228,0.5186764001846313,-1.0001691919114819e-08,0.1499873697757721,0.4418313503265381,0.008500867523252964,0.15778598189353943,0.3706602454185486,0.0038996899966150522,0.18911045789718628,0.3379124104976654,-0.003664429532364011,0.22236008942127228,0.34160807728767395,-0.01181674376130104,0.15303030610084534,0.3226795196533203,-0.013251252472400665,0.1666952669620514,0.23842447996139526,-0.01968694105744362,0.17286396026611328,0.18809287250041962,-0.022565215826034546,0.17836116254329681,0.14793553948402405,-0.02627060003578663,0.18243783712387085,0.3218497037887573,-0.02490229904651642,0.23124077916145325,0.30485036969184875,-0.030696159228682518,0.2295946180820465,0.34024524688720703,-0.027581458911299706,0.21490618586540222,0.35823535919189453,-0.025567123666405678,0.21611657738685608,0.3424612283706665,-0.03423198685050011,0.25513482093811035,0.3437400758266449,-0.03441612049937248,0.2465834617614746,0.37544843554496765,-0.023887626826763153,0.23112839460372925,0.3900570273399353,-0.018939323723316193,0.24783281981945038,0.3689424693584442,-0.043748367577791214,0.2724071145057678,0.3791755437850952,-0.0360172800719738,0.2615441381931305,0.4094565510749817,-0.02283293381333351,0.2470232993364334,0.424265056848526,-0.014457057230174541
6,1.0,0.4839703440666199,0.5757657885551453,-3.42743078363128e-07,0.4451928436756134,0.5044885873794556,0.002764427335932851,0.4426911175251007,0.4217744767665863,0.00641199154779315,0.4702349603176117,0.38004371523857117,0.010002832859754562,0.49918490648269653,0.38695308566093445,0.012703876942396164,0.504612386226654,0.3757864236831665,-0.007324072998017073,0.5254741311073303,0.29566487669944763,-0.0056518567726016045,0.5384117960929871,0.24934731423854828,-0.006330570206046104,0.5497812032699585,0.21590882539749146,-0.009533243253827095,0.5438289642333984,0.39980363845825195,-0.007902531884610653,0.5285800099372864,0.3837994337081909,-0.0013690018095076084,0.5105540752410889,0.40578174591064453,0.005199342500418425,0.5046652555465698,0.4301035404205322,0.0068757678382098675,0.5656543374061584,0.437211275100708,-0.0071875592693686485,0.5430514812469482,0.4240236282348633,-0.0017006341367959976,0.5282997488975525,0.43945586681365967,0.003995886538177729,0.5209870338439941,0.4635842442512512,0.004685845226049423,0.5788496732711792,0.4735144376754761,-0.006650262977927923,0.5606602430343628,0.45921874046325684,-0.0018585630459710956,0.546395480632782,0.47191858291625977,0.004075993783771992,0.5376507043838501,0.49301519989967346,0.00781290140002966
7,1.0,0.502494215965271,0.5874504446983337,-3.026123351901333e-07,0.46567395329475403,0.5131803750991821,-0.003795923665165901,0.4636974036693573,0.42865121364593506,-0.0006178488256409764,0.49359601736068726,0.3914061188697815,0.004898515064269304,0.5234024524688721,0.4057251811027527,0.00971559714525938,0.5319863557815552,0.39446398615837097,-0.01652459427714348,0.55082106590271,0.31298500299453735,-0.015437385067343712,0.563392162322998,0.2659974694252014,-0.01607535034418106,0.574379563331604,0.23051148653030396,-0.01960519142448902,0.5724706649780273,0.42200782895088196,-0.013735992833971977,0.5516003370285034,0.39825424551963806,-0.009482217021286488,0.5301857590675354,0.41885992884635925,-0.0026130613405257463,0.5231738090515137,0.4435521960258484,-0.00011124437878606841,0.592162013053894,0.4591526687145233,-0.009957722388207912,0.5672107338905334,0.43699151277542114,-0.0056368387304246426,0.5498881340026855,0.4510549008846283,4.0818140405463055e-05,0.5424855351448059,0.4736960530281067,0.0011870221933349967,0.6004647612571716,0.4946519732475281,-0.006789317820221186,0.5814955830574036,0.47468334436416626,-0.003810304682701826,0.5677497982978821,0.4858554005622864,0.0007830964168533683,0.5604591965675354,0.5070525407791138,0.0036086803302168846
8,1.0,0.6509761214256287,0.6205312609672546,2.2309291125566233e-07,0.6867979168891907,0.6273572444915771,-0.019354958087205887,0.7370973229408264,0.5908042192459106,-0.031466204673051834,0.7610827684402466,0.5496194362640381,-0.042736515402793884,0.7705554962158203,0.506394624710083,-0.05419273301959038,0.726714551448822,0.4782646596431732,-0.02667517587542534,0.7501733303070068,0.4132099747657776,-0.05068374052643776,0.7701022028923035,0.36675146222114563,-0.0653199627995491,0.7841923236846924,0.3271024227142334,-0.07494930177927017,0.6986441612243652,0.4619821310043335,-0.03037961572408676,0.7511441707611084,0.46318504214286804,-0.06718789786100388,0.741719126701355,0.530536949634552,-0.07309313118457794,0.7208030819892883,0.5673962235450745,-0.06803693622350693,0.6669961810112,0.46172046661376953,-0.0361781120300293,0.7190791368484497,0.480391263961792,-0.07587985694408417,0.7087627053260803,0.5458669662475586,-0.06868087500333786,0.6906587481498718,0.5766235589981079,-0.053312771022319794,0.6324639320373535,0.47262847423553467,-0.04284994304180145,0.6793009638786316,0.4883671998977661,-0.07310159504413605,0.6808003783226013,0.5438971519470215,-0.06730089336633682,0.6715220212936401,0.575231671333313,-0.055540088564157486
9,1.0,0.5964068174362183,0.6197460293769836,1.9683483287735726e-07,0.6316966414451599,0.5856073498725891,-0.007823513820767403,0.6603193879127502,0.5334300994873047,-0.014514732174575329,0.6794236898422241,0.4876857399940491,-0.025289010256528854,0.7013049721717834,0.4599311947822571,-0.03547900542616844,0.6679794788360596,0.45417237281799316,-0.008365307934582233,0.7110515236854553,0.40004175901412964,-0.026406314224004745,0.7365196347236633,0.3643551766872406,-0.03614354506134987,0.7535812854766846,0.33408835530281067,-0.042185503989458084,0.6514157652854919,0.44514837861061096,-0.016298413276672363,0.7053283452987671,0.44237783551216125,-0.041765425354242325,0.725261390209198,0.45749011635780334,-0.04855707287788391,0.7354088425636292,0.46847906708717346,-0.0481564998626709,0.6338385343551636,0.4475562572479248,-0.02640044316649437,0.6894795894622803,0.47051143646240234,-0.052724678069353104,0.6950581669807434,0.5108394622802734,-0.04852304980158806,0.6929789781570435,0.5436191558837891,-0.03873930871486664,0.6143743395805359,0.4595596194267273,-0.038023605942726135,0.6600560545921326,0.48109501600265503,-0.05631069839000702,0.6630575656890869,0.5181217789649963,-0.05173676460981369,0.6592085957527161,0.5462780594825745,-0.04328969493508339
